name,concept_id
amisulpride,42657658
amisulpride,42657659
amisulpride,42657660
amisulpride,42657661
amisulpride,42657662
amisulpride,42657663
amisulpride,42657664
amisulpride,42876095
amisulpride,42876096
amisulpride,42934661
amisulpride,42934662
amisulpride,42934663
amisulpride,42934664
amisulpride,42934665
amisulpride,42934666
amisulpride,42934667
amisulpride,42934668
amisulpride,42934669
amisulpride,42934670
amisulpride,42934671
amisulpride,42934672
amisulpride,42934673
amisulpride,42934674
amisulpride,42934675
amisulpride,42934676
amisulpride,42934677
amisulpride,42934678
amisulpride,42934679
amisulpride,42934680
amisulpride,42934681
amisulpride,42934682
amisulpride,42934683
amisulpride,42934684
amisulpride,43035056
amisulpride,43035057
amisulpride,43035058
amisulpride,43035059
amisulpride,43035060
amisulpride,43035061
amisulpride,43035062
amisulpride,43035063
amisulpride,43035064
amisulpride,43035065
amisulpride,43035066
amisulpride,43035067
amisulpride,43035068
amisulpride,43035069
amisulpride,43035070
amisulpride,43035071
amisulpride,43035072
amisulpride,43035073
amisulpride,43035074
amisulpride,43035075
amisulpride,43035076
amisulpride,43035077
amisulpride,43035078
amisulpride,43035079
amisulpride,43035080
amisulpride,43040000
amisulpride,43040001
amisulpride,43040002
amisulpride,43040003
amisulpride,43040004
amisulpride,43140886
amisulpride,43140887
amisulpride,43140888
amisulpride,43140889
amisulpride,43140890
amisulpride,43140891
amisulpride,43140892
amisulpride,43140893
amisulpride,43140894
amisulpride,43140895
amisulpride,43140896
amisulpride,43140897
amisulpride,43140898
amisulpride,43140899
amisulpride,43140900
amisulpride,43140901
amisulpride,43140902
amisulpride,43140903
amisulpride,43140904
amisulpride,43140905
amisulpride,43140906
amisulpride,43140907
amisulpride,43140908
amisulpride,43140909
amisulpride,43140910
amisulpride,43140911
amisulpride,43140912
amisulpride,43140913
amisulpride,43140914
amisulpride,43140915
amisulpride,43140916
amisulpride,43140917
amisulpride,43141697
amisulpride,43151952
amisulpride,43151953
amisulpride,43151954
amisulpride,43151955
amisulpride,43151956
amisulpride,43151957
amisulpride,43151958
amisulpride,43151959
amisulpride,43151960
amisulpride,43151961
amisulpride,43151962
amisulpride,43151963
amisulpride,43151964
amisulpride,43151965
amisulpride,43151966
amisulpride,43151967
amisulpride,43151968
amisulpride,43151969
amisulpride,43151970
amisulpride,43151971
amisulpride,43151972
amisulpride,43151973
amisulpride,43151974
amisulpride,43151975
amisulpride,43151976
amisulpride,43152795
amisulpride,43163076
amisulpride,43163077
amisulpride,43163078
amisulpride,43163079
amisulpride,43163080
amisulpride,43163081
amisulpride,43163082
amisulpride,43163083
amisulpride,43163084
amisulpride,43163085
amisulpride,43163086
amisulpride,43163087
amisulpride,43163088
amisulpride,43163089
amisulpride,43163882
amisulpride,43174085
amisulpride,43174086
amisulpride,43174087
amisulpride,43174088
amisulpride,43174089
amisulpride,43174090
amisulpride,43174091
amisulpride,43174092
amisulpride,43174093
amisulpride,43174094
amisulpride,43174095
amisulpride,43174096
amisulpride,43174097
amisulpride,43174098
amisulpride,43174099
amisulpride,43174100
amisulpride,43174101
amisulpride,43174102
amisulpride,43174103
amisulpride,43174104
amisulpride,43174105
amisulpride,43175886
amisulpride,43184929
amisulpride,43184930
amisulpride,43184931
amisulpride,43184932
amisulpride,43184933
amisulpride,43184934
amisulpride,43184935
amisulpride,43184936
amisulpride,43184937
amisulpride,43184938
amisulpride,43184939
amisulpride,43184940
amisulpride,43184941
amisulpride,43184943
amisulpride,43184944
amisulpride,43184945
amisulpride,43184946
amisulpride,43184947
amisulpride,43184948
amisulpride,43184949
amisulpride,43184950
amisulpride,43184951
amisulpride,43184952
amisulpride,43184953
amisulpride,43185748
amisulpride,43195932
amisulpride,43195933
amisulpride,43195934
amisulpride,43195935
amisulpride,43195936
amisulpride,43195937
amisulpride,43195938
amisulpride,43195939
amisulpride,43195940
amisulpride,43195941
amisulpride,43195942
amisulpride,43195943
amisulpride,43195944
amisulpride,43195945
amisulpride,43195946
amisulpride,43195947
amisulpride,43206825
amisulpride,43206826
amisulpride,43206827
amisulpride,43206828
amisulpride,43206829
amisulpride,43206830
amisulpride,43206831
amisulpride,43206832
amisulpride,43206833
amisulpride,43206834
amisulpride,43206835
amisulpride,43206836
amisulpride,43206837
amisulpride,43206838
amisulpride,43206839
amisulpride,43206840
amisulpride,43206841
amisulpride,43206842
amisulpride,43206843
amisulpride,43206844
amisulpride,43206845
amisulpride,43206846
amisulpride,43206847
amisulpride,43206848
amisulpride,43206849
amisulpride,43206850
amisulpride,43206851
amisulpride,43206852
amisulpride,43206853
amisulpride,43207651
amisulpride,43208664
amisulpride,43217852
amisulpride,43217853
amisulpride,43217854
amisulpride,43217855
amisulpride,43217856
